genome_name,taxon_id,antibiotic,resistant_phenotype,STRING_name_compact
Enterococcus faecium strain VREN3655,1352,vancomycin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3656,1352,ampicillin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3656,1352,gentamicin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3656,1352,linezolid,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3656,1352,quinupristin/dalfopristin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3656,1352,streptomycin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3656,1352,teicoplanin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3656,1352,tigecycline,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3656,1352,vancomycin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3657,1352,ampicillin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3657,1352,gentamicin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3657,1352,linezolid,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3657,1352,quinupristin/dalfopristin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3657,1352,streptomycin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3657,1352,teicoplanin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3657,1352,tigecycline,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3657,1352,vancomycin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3682,1352,ampicillin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3682,1352,gentamicin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3682,1352,linezolid,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3682,1352,quinupristin/dalfopristin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3682,1352,streptomycin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3682,1352,teicoplanin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3682,1352,tigecycline,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3682,1352,vancomycin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3683,1352,ampicillin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3683,1352,gentamicin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3683,1352,linezolid,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3683,1352,quinupristin/dalfopristin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3683,1352,streptomycin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3683,1352,teicoplanin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3683,1352,tigecycline,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3683,1352,vancomycin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3684,1352,ampicillin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3684,1352,gentamicin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3684,1352,linezolid,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3684,1352,quinupristin/dalfopristin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3684,1352,streptomycin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3684,1352,teicoplanin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3684,1352,tigecycline,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3684,1352,vancomycin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3685,1352,ampicillin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3685,1352,gentamicin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3685,1352,linezolid,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3685,1352,quinupristin/dalfopristin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3685,1352,streptomycin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3685,1352,teicoplanin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3685,1352,tigecycline,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3685,1352,vancomycin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3686,1352,ampicillin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3686,1352,gentamicin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3686,1352,linezolid,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3686,1352,quinupristin/dalfopristin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3686,1352,streptomycin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3686,1352,teicoplanin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3686,1352,tigecycline,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3686,1352,vancomycin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3734,1352,ampicillin,Resistant,Enterococcus faecium
Enterococcus faecium strain VREN3734,1352,gentamicin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3734,1352,linezolid,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3734,1352,quinupristin/dalfopristin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3734,1352,streptomycin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3734,1352,teicoplanin,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3734,1352,tigecycline,Susceptible,Enterococcus faecium
Enterococcus faecium strain VREN3734,1352,vancomycin,Susceptible,Enterococcus faecium
Klebsiella aerogenes 20200317_MGL_44,548,ampicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,carbenicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,chloramphenicol,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,ciprofloxacin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,doxycycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,erythromycin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,imipenem,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,kanamycin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,nalidixic acid,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,penicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,rifampin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,streptomycin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,trimethoprim/sulfamethoxazole,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,ampicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,carbenicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,chloramphenicol,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,ciprofloxacin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,doxycycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,erythromycin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,imipenem,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,kanamycin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,nalidixic acid,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,penicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,rifampin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,streptomycin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_44,548,trimethoprim/sulfamethoxazole,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,ampicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,carbenicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,chloramphenicol,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,ciprofloxacin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,doxycycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,erythromycin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,imipenem,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,kanamycin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,nalidixic acid,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,penicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,rifampin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,streptomycin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,trimethoprim/sulfamethoxazole,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,ampicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,carbenicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,chloramphenicol,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,ciprofloxacin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,doxycycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,erythromycin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,imipenem,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,kanamycin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,nalidixic acid,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,penicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,rifampin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,streptomycin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes 20200317_MGL_45,548,trimethoprim/sulfamethoxazole,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,amikacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,amoxicillin/clavulanic acid,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,ampicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,ampicillin/sulbactam,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,aztreonam,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,cefazolin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,cefepime,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,cefotaxime,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,cefotaxime/clavulanic acid,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,cefoxitin,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,ceftriaxone,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,ciprofloxacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,doripenem,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,ertapenem,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,gentamicin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,imipenem,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,levofloxacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,meropenem,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,tetracycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,tigecycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,tobramycin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 14,548,trimethoprim/sulfamethoxazole,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 458,548,amikacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 458,548,amoxicillin/clavulanic acid,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 458,548,cefepime,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 458,548,cefoxitin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 458,548,ceftazidime,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 458,548,ceftriaxone,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 458,548,ciprofloxacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 458,548,gentamicin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 458,548,levofloxacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 458,548,meropenem,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 458,548,piperacillin/tazobactam,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 458,548,tetracycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 458,548,tobramycin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 458,548,trimethoprim/sulfamethoxazole,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 470,548,amikacin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 470,548,amoxicillin/clavulanic acid,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 470,548,cefepime,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 470,548,cefoxitin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 470,548,ceftazidime,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 470,548,ceftriaxone,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 470,548,ciprofloxacin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 470,548,gentamicin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain 470,548,levofloxacin,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain 470,548,meropenem,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 470,548,piperacillin/tazobactam,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 470,548,tetracycline,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain 470,548,tobramycin,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain 470,548,trimethoprim/sulfamethoxazole,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,amikacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,amoxicillin/clavulanic acid,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,ampicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,ampicillin/sulbactam,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,aztreonam,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,cefazolin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,cefepime,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,cefotaxime,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,cefoxitin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,ceftazidime,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,ceftriaxone,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,ciprofloxacin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,doripenem,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,ertapenem,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,gentamicin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,imipenem,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,levofloxacin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,meropenem,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,piperacillin/tazobactam,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,tetracycline,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,tigecycline,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,tobramycin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0007,548,trimethoprim/sulfamethoxazole,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,amikacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,amoxicillin/clavulanic acid,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,ampicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,ampicillin/sulbactam,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,aztreonam,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,cefazolin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,cefepime,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,cefotaxime,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,cefoxitin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,ceftazidime,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,ceftriaxone,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,ciprofloxacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,doripenem,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,ertapenem,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,gentamicin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,imipenem,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,levofloxacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,meropenem,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,piperacillin/tazobactam,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,tetracycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,tigecycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,tobramycin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0018,548,trimethoprim/sulfamethoxazole,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,amikacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,amoxicillin/clavulanic acid,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,ampicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,ampicillin/sulbactam,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,aztreonam,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,cefazolin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,cefepime,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,cefotaxime,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,cefoxitin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,ceftazidime,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,ceftriaxone,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,ciprofloxacin,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,doripenem,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,ertapenem,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,gentamicin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,imipenem,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,levofloxacin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,meropenem,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,piperacillin/tazobactam,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,tetracycline,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,tigecycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,tobramycin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0062,548,trimethoprim/sulfamethoxazole,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,amikacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,amoxicillin/clavulanic acid,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,ampicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,ampicillin/sulbactam,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,aztreonam,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,cefazolin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,cefepime,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,cefotaxime,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,cefoxitin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,ceftazidime,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,ceftriaxone,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,ciprofloxacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,doripenem,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,ertapenem,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,gentamicin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,imipenem,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,levofloxacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,meropenem,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,piperacillin/tazobactam,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,tetracycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,tigecycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,tobramycin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0161,548,trimethoprim/sulfamethoxazole,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,amikacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,ampicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,ampicillin/sulbactam,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,aztreonam,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,cefazolin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,cefepime,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,cefotaxime,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,cefoxitin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,ceftazidime,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,ceftazidime/avibactam,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,ceftriaxone,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,ciprofloxacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,doripenem,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,ertapenem,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,gentamicin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,imipenem,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,levofloxacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,meropenem,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,piperacillin/tazobactam,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,tetracycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,tigecycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,tobramycin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain AR_0431,548,trimethoprim/sulfamethoxazole,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,amikacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,amoxicillin/clavulanic acid,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,ampicillin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,ampicillin/sulbactam,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,aztreonam,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,cefazolin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,cefepime,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,cefotaxime,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,cefoxitin,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,ceftazidime,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,ceftriaxone,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,ciprofloxacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,doripenem,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,ertapenem,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,gentamicin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,imipenem,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,levofloxacin,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,meropenem,Intermediate,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,piperacillin/tazobactam,Resistant,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,tetracycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,tigecycline,Susceptible,Klebsiella aerogenes
Klebsiella aerogenes strain FDA-CDC-AR_0074,548,tobramycin,Susceptible,Klebsiella aerogenes
